distance_client_restaurant_km,distance_rider_restaurant_km,est_prep_time_min,traffic_intensity,avg_vehicle_speed_kmh,is_festive_day,order_load_ratio,time_of_day_interval,weather,historical_pred_time_min
2.45,2.743,22.8,6,26.4,0,0.572,10:00-11:59,1,42.5
1.718,2.612,20.3,4,25.1,0,0.332,20:00-21:59,1,40.4
2.685,1.715,24.1,7,17.8,0,0.783,16:00-17:59,1,47.2
3.462,3.031,29.8,9,14.6,0,0.712,10:00-11:59,1,56.8
3.529,4.43,20.6,3,27.9,1,0.401,22:00-23:59,1,48.4
3.659,3.346,20.0,4,22.3,0,0.313,02:00-03:59,1,47.1
5.934,4.371,24.4,5,27.9,0,0.483,02:00-03:59,1,52.8
9.843,2.071,34.0,6,18.2,0,0.811,08:00-09:59,1,78.3
13.256,3.626,31.8,7,16.1,0,0.613,06:00-07:59,0,117.2
2.519,0.832,44.6,3,23.3,1,0.88,20:00-21:59,1,60.1
2.809,1.042,19.6,4,25.2,0,0.521,02:00-03:59,1,29.5
12.734,3.164,23.1,5,26.3,0,0.349,04:00-05:59,1,64.0
2.865,3.602,17.5,6,13.5,0,0.294,12:00-13:59,1,54.2
3.036,2.102,35.7,3,24.6,1,0.545,14:00-15:59,1,55.0
1.401,4.122,17.8,5,18.3,0,0.273,22:00-23:59,0,44.1
5.64,3.393,33.8,6,23.8,1,0.488,10:00-11:59,1,67.9
1.869,3.071,21.9,5,17.4,0,0.458,20:00-21:59,1,44.8
6.828,1.868,17.4,8,26.9,0,0.622,08:00-09:59,1,47.2
2.029,3.362,17.4,4,27.4,0,0.251,00:00-01:59,1,39.7
4.91,4.089,32.1,5,23.7,0,0.43,14:00-15:59,0,64.0
2.006,1.669,24.3,4,27.7,0,0.4,04:00-05:59,1,42.2
1.313,1.556,30.7,4,24.4,1,0.794,10:00-11:59,1,55.3
5.149,1.975,34.8,6,12.8,0,0.47,04:00-05:59,1,74.0
2.804,3.394,11.6,4,32.7,0,0.466,12:00-13:59,1,22.9
1.168,2.503,17.1,3,29.7,0,0.466,12:00-13:59,1,36.5
3.564,3.783,32.4,4,26.6,0,0.556,22:00-23:59,1,55.7
1.068,2.46,25.6,8,22.6,0,0.733,16:00-17:59,1,40.9
2.582,3.612,20.3,9,16.4,0,0.315,08:00-09:59,1,52.5
3.362,3.93,24.5,5,29.8,0,0.378,14:00-15:59,1,50.3
2.034,2.274,25.8,8,16.3,0,0.462,18:00-19:59,1,46.7
4.844,1.998,14.5,7,19.2,0,0.458,18:00-19:59,1,37.6
4.106,3.945,24.7,7,16.4,0,0.259,14:00-15:59,0,63.2
1.525,4.541,23.2,4,24.2,0,0.173,00:00-01:59,1,50.5
2.697,4.742,29.7,4,19.4,1,0.217,22:00-23:59,0,66.6
3.181,3.889,25.2,7,20.4,0,0.611,08:00-09:59,1,49.0
2.161,3.489,27.9,7,21.9,0,0.419,04:00-05:59,0,53.8
2.586,2.418,28.2,4,21.4,0,0.365,00:00-01:59,1,45.5
2.961,3.097,28.6,5,27.3,0,0.562,06:00-07:59,1,49.5
3.54,1.517,27.0,3,29.9,0,0.692,14:00-15:59,1,42.1
8.341,3.473,35.5,4,27.5,1,0.636,04:00-05:59,1,73.2
0.443,4.795,18.8,7,16.4,0,0.577,18:00-19:59,0,48.9
3.382,4.175,31.0,4,25.5,0,0.225,02:00-03:59,0,62.3
2.426,3.008,36.1,5,21.3,0,0.402,20:00-21:59,1,57.4
2.086,4.707,23.1,8,9.8,0,0.427,16:00-17:59,0,84.8
2.402,2.801,30.5,6,19.8,0,0.459,18:00-19:59,1,46.6
4.478,2.924,23.9,9,16.0,0,0.48,08:00-09:59,1,58.8
1.748,3.547,28.1,2,29.1,1,0.691,12:00-13:59,1,42.2
10.356,4.307,27.4,7,23.6,0,0.653,20:00-21:59,0,78.4
1.967,2.443,31.8,5,24.4,0,0.362,20:00-21:59,1,37.2
1.963,2.781,37.9,5,29.1,1,0.531,02:00-03:59,1,58.7
2.804,3.454,27.7,6,18.6,0,0.472,16:00-17:59,1,56.2
2.812,4.456,30.4,8,22.3,1,0.505,16:00-17:59,0,65.4
5.541,3.157,22.6,4,31.3,0,0.138,06:00-07:59,1,44.1
4.464,1.588,17.2,5,31.0,0,0.621,06:00-07:59,1,30.8
2.064,2.835,19.7,5,17.7,1,0.367,10:00-11:59,1,47.0
1.972,3.088,12.7,8,11.7,0,0.48,18:00-19:59,1,37.9
1.192,4.592,21.9,8,15.8,0,0.414,18:00-19:59,1,48.8
9.189,3.357,21.6,8,12.4,0,0.679,18:00-19:59,0,102.5
5.502,2.807,23.9,6,17.7,0,0.309,10:00-11:59,0,72.7
1.997,4.23,26.6,4,21.0,1,0.29,22:00-23:59,1,52.0
1.589,2.899,18.7,3,26.4,1,0.352,00:00-01:59,1,33.7
2.021,3.667,16.4,5,22.4,1,0.497,16:00-17:59,1,41.3
2.841,3.813,23.2,3,24.6,0,0.411,02:00-03:59,1,39.6
3.29,2.761,19.2,8,20.3,0,0.297,08:00-09:59,1,49.8
1.907,3.239,15.9,7,13.7,0,0.194,16:00-17:59,1,46.3
3.431,2.231,37.9,3,28.7,1,0.569,06:00-07:59,1,55.1
4.348,2.462,10.5,4,24.3,0,0.25,20:00-21:59,1,32.9
0.802,2.566,21.3,3,24.7,0,0.744,04:00-05:59,1,43.0
12.628,2.231,31.7,4,20.6,1,0.648,12:00-13:59,1,90.0
2.326,3.562,34.6,9,10.4,0,0.59,10:00-11:59,0,84.0
6.564,4.569,17.0,7,19.3,0,0.379,14:00-15:59,1,53.0
11.467,2.171,16.5,5,27.6,0,0.15,04:00-05:59,1,57.9
1.535,4.686,16.7,7,19.2,0,0.118,08:00-09:59,1,46.0
4.371,4.433,27.6,6,16.1,0,0.458,18:00-19:59,0,81.0
2.99,4.482,12.6,6,18.5,0,0.423,06:00-07:59,0,45.4
3.0,3.496,26.8,6,18.9,0,0.306,06:00-07:59,1,64.1
2.055,3.144,15.7,3,27.2,0,0.581,06:00-07:59,1,29.4
3.741,1.451,22.8,5,24.0,0,0.641,18:00-19:59,1,45.7
2.027,4.37,17.7,3,33.2,0,0.456,14:00-15:59,1,27.1
3.816,4.045,30.7,9,9.2,0,0.564,10:00-11:59,0,96.9
1.575,2.829,24.8,4,28.3,0,0.645,04:00-05:59,1,49.0
1.95,3.467,26.9,6,19.8,0,0.475,18:00-19:59,1,47.3
1.916,1.754,23.4,7,21.6,0,0.696,08:00-09:59,1,46.3
0.861,3.555,26.5,8,15.7,0,0.565,10:00-11:59,0,50.4
4.172,3.62,34.2,9,9.0,0,0.494,08:00-09:59,1,109.4
2.854,2.355,26.7,6,14.2,0,0.742,10:00-11:59,1,55.6
2.529,2.863,20.3,4,25.0,0,0.462,14:00-15:59,1,41.1
3.017,5.021,22.9,1,28.1,0,0.263,12:00-13:59,1,49.9
5.331,2.215,30.7,6,23.5,0,0.53,08:00-09:59,1,49.9
3.64,2.537,30.1,6,23.0,1,0.403,18:00-19:59,1,54.9
1.651,1.901,23.3,6,20.6,1,0.731,10:00-11:59,1,48.6
6.008,2.718,27.0,1,28.6,0,0.312,06:00-07:59,1,49.6
3.91,3.276,24.6,5,29.4,0,0.284,22:00-23:59,1,42.0
1.735,3.991,35.7,7,20.4,1,0.331,16:00-17:59,1,69.6
3.371,1.914,34.2,3,30.4,0,0.523,06:00-07:59,1,52.8
4.334,3.046,13.4,5,18.8,0,0.482,00:00-01:59,1,45.0
1.631,1.848,19.7,2,31.5,0,0.369,12:00-13:59,1,30.7
5.592,2.743,19.5,4,22.7,0,0.482,12:00-13:59,0,55.8
1.381,3.214,26.5,5,20.8,1,0.645,06:00-07:59,1,53.0
1.203,4.642,29.9,7,14.0,0,0.314,04:00-05:59,0,73.4
1.771,1.694,24.9,5,19.0,0,0.561,14:00-15:59,1,38.6
2.087,3.488,20.1,6,19.7,1,0.721,08:00-09:59,0,44.9
6.552,4.198,23.4,9,13.5,0,0.579,18:00-19:59,0,86.2
1.248,2.674,29.9,5,18.3,0,0.436,12:00-13:59,1,50.1
3.516,3.325,26.0,2,34.9,0,0.295,06:00-07:59,1,37.6
1.787,2.562,20.1,3,23.2,0,0.709,06:00-07:59,1,33.6
0.973,3.135,16.7,6,16.4,0,0.412,14:00-15:59,0,38.3
2.897,1.907,23.0,1,30.7,1,0.423,14:00-15:59,1,46.0
1.167,3.485,23.4,4,26.4,0,0.441,02:00-03:59,1,36.9
3.423,3.66,31.4,5,20.3,0,0.525,02:00-03:59,0,62.3
3.524,3.012,15.1,3,30.4,0,0.26,04:00-05:59,1,27.7
1.894,3.884,26.2,5,23.0,0,0.254,22:00-23:59,0,51.0
8.5,1.535,21.9,4,33.4,0,0.746,22:00-23:59,1,43.7
1.765,3.975,22.0,4,24.2,0,0.424,04:00-05:59,1,45.9
3.644,2.917,29.8,4,29.3,0,0.341,00:00-01:59,1,49.2
2.626,2.398,38.9,4,27.9,1,0.655,04:00-05:59,1,61.0
1.669,2.499,20.6,8,21.3,0,0.389,10:00-11:59,1,35.5
1.521,4.572,9.9,3,30.4,0,0.366,14:00-15:59,1,33.7
4.617,1.743,20.7,5,17.4,0,0.491,22:00-23:59,1,46.5
1.6,2.064,22.7,7,16.6,0,0.784,18:00-19:59,1,46.8
3.872,2.319,26.2,5,23.3,0,0.462,10:00-11:59,1,45.5
3.385,3.944,30.1,6,18.4,0,0.328,08:00-09:59,1,53.7
2.528,3.187,28.0,4,27.9,0,0.45,06:00-07:59,1,40.9
1.804,3.862,27.5,3,25.0,0,0.209,04:00-05:59,0,45.4
3.829,3.704,14.7,4,21.9,0,0.756,06:00-07:59,1,43.0
2.304,3.803,32.3,3,31.1,1,0.241,12:00-13:59,1,54.9
2.68,4.731,25.3,4,22.6,0,0.139,00:00-01:59,1,50.2
2.398,3.116,23.8,3,26.8,0,0.36,12:00-13:59,1,37.2
1.803,4.376,20.5,4,24.5,0,0.126,00:00-01:59,1,34.6
1.464,2.565,19.5,5,26.3,0,0.532,02:00-03:59,1,42.1
1.682,2.483,36.4,4,27.6,0,0.261,06:00-07:59,1,51.3
2.524,3.952,27.8,4,14.4,1,0.616,00:00-01:59,0,75.6
5.311,2.487,38.6,4,24.7,1,0.47,20:00-21:59,0,71.2
3.592,3.798,16.4,3,21.8,0,0.393,22:00-23:59,1,42.4
4.458,1.681,22.6,5,19.6,0,0.331,20:00-21:59,1,49.3
8.635,2.569,31.2,3,32.2,0,0.572,20:00-21:59,1,55.0
0.765,3.479,19.1,9,10.8,0,0.739,16:00-17:59,1,54.2
4.147,3.688,17.8,3,24.5,0,0.459,22:00-23:59,1,39.4
3.036,2.368,15.2,7,20.7,0,0.634,10:00-11:59,1,29.3
3.614,2.808,19.4,5,19.6,0,0.444,00:00-01:59,1,48.8
4.969,3.237,36.4,3,18.6,1,0.672,00:00-01:59,1,76.2
1.743,2.612,30.7,8,18.4,0,0.544,10:00-11:59,0,45.8
3.356,3.272,32.2,4,22.2,0,0.634,06:00-07:59,1,54.3
9.776,2.309,32.2,2,27.9,0,0.484,06:00-07:59,1,72.0
4.02,2.621,29.1,2,34.3,1,0.718,20:00-21:59,1,55.4
3.206,4.547,29.1,7,16.9,0,0.677,10:00-11:59,1,67.7
2.137,4.274,22.2,4,26.2,0,0.256,22:00-23:59,1,52.4
6.835,2.554,27.2,6,17.0,0,0.641,20:00-21:59,0,67.6
2.524,2.356,28.7,3,24.8,1,0.295,12:00-13:59,1,52.7
3.181,3.372,27.5,8,11.4,0,0.569,16:00-17:59,0,75.6
2.921,1.476,30.0,7,10.5,0,0.716,18:00-19:59,1,60.3
1.971,3.129,17.9,8,18.6,0,0.458,08:00-09:59,1,33.5
1.388,2.105,35.0,6,23.5,0,0.819,16:00-17:59,1,49.6
2.937,3.035,30.9,2,32.7,1,0.463,06:00-07:59,1,52.2
2.575,2.756,29.3,7,18.0,0,0.598,18:00-19:59,1,51.6
0.852,2.023,29.3,5,26.3,0,0.518,02:00-03:59,1,45.8
5.118,2.993,24.0,4,24.7,0,0.473,04:00-05:59,0,50.9
2.574,3.092,30.6,4,22.9,1,0.499,20:00-21:59,0,58.8
9.128,2.356,22.1,3,26.4,0,0.524,00:00-01:59,1,49.6
10.287,2.652,21.1,6,17.2,0,0.562,10:00-11:59,1,68.4
2.976,3.5,31.3,9,14.3,0,0.584,10:00-11:59,1,59.4
1.064,3.18,24.2,2,30.1,0,0.256,00:00-01:59,1,36.2
3.918,2.93,23.4,3,23.9,0,0.2,20:00-21:59,1,40.6
1.412,2.538,31.3,2,26.0,0,0.503,04:00-05:59,1,52.6
1.141,2.976,16.5,6,18.4,0,0.524,08:00-09:59,1,33.7
1.633,3.658,16.6,4,28.8,1,0.182,04:00-05:59,1,39.1
8.017,3.529,15.8,9,14.8,0,0.479,18:00-19:59,1,78.1
1.984,3.509,17.8,2,25.3,0,0.356,04:00-05:59,1,45.5
2.012,4.401,13.1,9,10.7,0,0.403,18:00-19:59,0,49.3
4.061,1.771,27.6,2,31.2,0,0.547,04:00-05:59,1,52.0
1.322,3.575,22.8,7,15.1,0,0.837,08:00-09:59,0,53.6
2.344,3.973,26.3,8,17.5,0,0.602,08:00-09:59,0,59.8
6.814,3.845,26.1,3,18.4,0,0.543,06:00-07:59,0,65.4
2.317,3.751,25.0,2,23.9,1,0.461,00:00-01:59,1,47.9
1.821,2.628,22.4,7,18.1,0,0.448,08:00-09:59,1,40.9
4.22,2.724,13.5,5,26.9,0,0.247,18:00-19:59,1,44.8
2.6,2.217,29.6,6,20.3,1,0.577,08:00-09:59,0,54.8
2.979,2.647,16.1,4,16.6,0,0.649,06:00-07:59,0,34.3
3.812,4.619,20.1,7,10.5,0,0.406,10:00-11:59,0,85.2
2.36,3.482,19.1,7,18.8,0,0.582,18:00-19:59,0,56.0
1.77,3.342,18.2,4,20.1,0,0.508,06:00-07:59,1,36.1
1.88,3.533,28.7,3,27.9,1,0.457,12:00-13:59,1,54.7
0.722,2.583,27.9,6,19.5,0,0.391,12:00-13:59,1,50.0
6.299,2.163,23.0,5,22.0,0,0.584,02:00-03:59,0,57.4
1.209,2.348,32.4,2,26.8,0,0.371,04:00-05:59,1,44.2
5.529,2.313,37.9,1,27.8,1,0.525,00:00-01:59,1,69.4
2.759,2.096,25.4,6,28.6,0,0.37,14:00-15:59,1,43.9
2.489,4.758,34.4,7,15.0,1,0.503,16:00-17:59,0,83.1
9.265,4.399,20.9,5,22.7,0,0.426,06:00-07:59,0,71.1
2.646,2.44,33.8,8,15.2,0,0.715,10:00-11:59,1,61.2
2.068,5.487,30.9,8,8.7,0,0.272,16:00-17:59,0,103.0
4.136,2.144,34.3,8,17.6,0,0.449,10:00-11:59,1,62.9
1.464,3.216,25.0,6,16.0,0,0.516,22:00-23:59,0,56.6
2.89,3.142,37.7,5,20.2,1,0.394,22:00-23:59,0,71.0
2.748,4.843,24.4,4,18.3,0,0.346,22:00-23:59,0,59.8
3.672,4.732,18.6,8,19.8,0,0.236,16:00-17:59,1,48.7
4.429,3.283,35.9,5,22.8,0,0.248,06:00-07:59,1,69.6
2.242,4.603,32.3,4,23.5,0,0.587,14:00-15:59,0,58.7
1.8,4.108,26.6,8,15.3,1,0.492,16:00-17:59,1,58.5
3.929,3.526,25.8,4,25.6,0,0.379,06:00-07:59,1,45.1
2.413,2.986,14.6,5,27.5,0,0.476,08:00-09:59,1,34.2
4.429,3.049,16.1,5,21.5,0,0.318,14:00-15:59,1,43.9
8.508,3.079,25.3,5,23.2,0,0.284,22:00-23:59,1,59.9
0.409,4.385,23.0,8,10.4,0,0.297,18:00-19:59,0,63.7
2.499,4.265,26.7,8,19.2,0,0.421,10:00-11:59,1,64.4
1.859,4.034,29.0,3,30.1,0,0.408,22:00-23:59,1,37.7
3.03,3.549,28.9,5,21.1,0,0.462,12:00-13:59,1,53.5
1.781,4.446,18.2,6,23.6,0,0.375,04:00-05:59,0,38.7
2.2,2.079,26.6,4,22.0,0,0.445,12:00-13:59,1,42.0
3.257,3.097,22.2,4,27.2,0,0.554,22:00-23:59,1,41.2
1.546,4.878,36.1,4,28.4,0,0.582,14:00-15:59,1,65.7
4.611,2.256,31.0,9,14.1,0,0.847,18:00-19:59,1,70.1
3.053,1.226,44.0,5,26.3,1,0.696,10:00-11:59,1,53.7
1.501,2.188,19.5,7,14.0,0,0.569,18:00-19:59,1,44.4
3.623,5.228,23.3,8,13.2,0,0.104,16:00-17:59,0,68.4
2.574,5.166,21.6,8,11.4,0,0.604,10:00-11:59,0,75.1
6.224,1.956,36.2,5,24.7,1,0.357,22:00-23:59,1,73.3
1.428,0.726,17.0,8,26.6,0,0.739,16:00-17:59,1,30.4
1.955,3.071,27.5,5,13.8,1,0.692,06:00-07:59,0,61.1
3.355,3.694,9.6,4,26.6,0,0.382,14:00-15:59,1,31.8
5.702,1.945,34.7,5,22.8,0,0.771,20:00-21:59,0,68.6
3.369,1.939,29.2,6,22.8,0,0.431,06:00-07:59,1,41.5
0.901,3.158,31.0,3,22.0,0,0.474,02:00-03:59,1,48.9
4.28,4.145,27.1,8,18.3,0,0.5,18:00-19:59,0,69.5
1.738,4.317,21.2,4,16.4,0,0.553,20:00-21:59,0,53.0
1.766,3.453,24.0,8,9.5,1,0.428,16:00-17:59,0,77.2
2.982,1.829,14.5,7,16.9,0,0.576,08:00-09:59,1,42.4
1.323,2.695,13.1,2,24.7,0,0.191,06:00-07:59,1,26.3
0.946,4.37,23.8,4,19.5,0,0.453,02:00-03:59,0,52.8
5.698,2.987,19.0,4,20.9,0,0.446,00:00-01:59,1,39.4
2.001,2.005,15.2,5,24.6,0,0.373,20:00-21:59,1,25.9
2.438,3.065,18.9,5,14.0,0,0.414,12:00-13:59,0,51.6
2.014,3.259,14.2,6,18.1,0,0.452,10:00-11:59,1,41.0
3.179,2.605,37.7,6,26.6,0,0.715,02:00-03:59,1,55.1
1.683,4.301,15.7,6,19.4,0,0.458,14:00-15:59,0,45.0
4.66,3.392,17.4,5,17.3,0,0.487,20:00-21:59,1,54.1
0.87,2.979,27.6,4,29.7,0,0.398,06:00-07:59,1,38.5
4.278,1.625,42.6,2,27.0,1,0.615,14:00-15:59,1,72.4
2.819,3.418,15.0,5,14.8,0,0.472,12:00-13:59,0,53.7
1.912,4.001,25.4,5,20.3,0,0.415,08:00-09:59,0,49.4
3.278,3.718,28.6,7,23.5,0,0.396,18:00-19:59,1,50.0
3.356,2.241,48.1,2,22.5,1,0.612,18:00-19:59,1,89.7
0.327,3.922,25.6,4,23.2,0,0.366,22:00-23:59,0,41.1
1.235,3.865,34.8,4,29.2,0,0.652,14:00-15:59,1,55.5
1.694,3.091,34.2,7,26.7,0,0.551,16:00-17:59,1,51.9
2.529,3.553,25.3,5,26.1,1,0.355,08:00-09:59,0,53.8
1.987,2.062,27.0,6,26.5,0,0.685,18:00-19:59,1,37.8
3.995,3.103,36.9,5,22.2,0,0.573,08:00-09:59,1,60.8
6.313,3.274,20.2,5,28.2,0,0.378,02:00-03:59,1,52.6
4.905,2.017,21.3,5,24.1,1,0.479,08:00-09:59,1,43.7
1.135,3.381,25.7,4,26.3,0,0.411,04:00-05:59,1,35.6
3.328,2.798,28.6,4,23.7,0,0.454,12:00-13:59,1,47.0
1.941,5.335,33.2,7,13.1,1,0.58,18:00-19:59,1,84.7
3.444,3.336,15.2,9,17.3,0,0.556,08:00-09:59,0,54.1
1.655,3.359,18.1,5,22.3,0,0.193,14:00-15:59,1,34.0
1.143,3.609,19.7,3,25.8,0,0.341,00:00-01:59,1,32.3
2.175,2.557,26.1,3,24.1,1,0.275,04:00-05:59,1,54.7
19.57,4.08,19.7,2,24.7,0,0.273,04:00-05:59,1,87.3
6.48,2.463,26.8,6,23.1,1,0.625,16:00-17:59,1,63.9
3.357,4.728,16.3,10,7.4,0,0.399,08:00-09:59,0,100.1
2.53,4.633,14.7,3,24.1,0,0.391,22:00-23:59,1,41.1
1.477,2.716,27.7,6,10.1,0,0.475,16:00-17:59,0,64.1
0.862,2.763,32.4,9,15.5,0,0.572,16:00-17:59,1,53.5
1.561,1.963,15.7,2,27.1,1,0.383,00:00-01:59,1,35.2
2.338,3.387,15.0,6,15.8,0,0.353,02:00-03:59,0,54.9
5.205,3.858,30.0,5,18.1,0,0.63,08:00-09:59,1,70.3
3.086,4.873,23.3,6,23.0,0,0.442,06:00-07:59,0,54.6
1.666,2.829,11.2,8,18.4,0,0.524,18:00-19:59,1,32.2
2.012,3.181,31.4,9,16.3,0,0.398,16:00-17:59,1,64.1
5.108,4.588,29.2,6,18.5,0,0.329,12:00-13:59,1,72.6
2.585,2.29,16.0,6,20.2,0,0.192,10:00-11:59,1,46.4
2.588,2.334,23.2,5,20.2,0,0.303,12:00-13:59,1,54.4
4.672,3.007,35.7,5,30.5,0,0.266,00:00-01:59,1,56.1
4.096,3.173,23.2,4,30.6,0,0.25,00:00-01:59,1,46.9
2.067,4.428,5.8,4,28.3,0,0.213,14:00-15:59,1,27.8
3.05,3.777,19.8,6,24.5,0,0.404,02:00-03:59,1,44.0
2.988,3.882,30.4,2,32.6,1,0.49,22:00-23:59,1,48.0
2.248,1.976,25.6,7,18.1,0,0.722,18:00-19:59,1,34.9
1.271,3.468,26.3,5,17.4,0,0.279,20:00-21:59,1,52.0
4.89,4.907,13.1,8,10.4,0,0.499,16:00-17:59,0,85.8
4.203,3.472,16.7,2,21.1,0,0.48,12:00-13:59,1,43.5
2.265,2.028,23.7,7,16.3,0,0.631,10:00-11:59,1,46.9
0.918,3.387,14.2,2,33.0,0,0.436,00:00-01:59,1,34.6
5.729,3.918,31.1,4,24.4,0,0.689,00:00-01:59,1,55.6
1.161,4.172,10.8,3,30.2,0,0.321,02:00-03:59,1,26.8
1.933,4.215,37.8,6,20.8,1,0.359,10:00-11:59,0,72.5
2.103,4.021,20.2,8,11.3,1,0.349,10:00-11:59,0,66.6
2.555,3.186,19.4,3,28.2,0,0.576,02:00-03:59,1,43.1
1.926,2.391,26.1,4,21.4,0,0.238,00:00-01:59,1,47.8
2.39,5.76,32.4,10,18.4,0,0.511,18:00-19:59,0,73.2
4.357,2.467,29.0,8,13.9,0,0.695,08:00-09:59,0,68.3
1.972,3.574,23.5,7,23.4,0,0.409,08:00-09:59,1,27.1
3.026,3.223,30.1,4,23.5,0,0.417,02:00-03:59,1,47.5
2.675,3.707,18.3,7,15.6,0,0.451,10:00-11:59,1,50.0
3.395,1.479,36.8,9,11.7,0,0.694,16:00-17:59,1,78.3
3.371,2.9,22.7,4,25.9,0,0.526,02:00-03:59,0,54.2
2.845,2.3,31.5,6,25.0,1,0.529,18:00-19:59,1,51.7
1.801,4.959,18.4,3,24.8,0,0.541,02:00-03:59,0,47.8
2.487,3.444,32.1,1,34.4,1,0.458,04:00-05:59,1,47.2
2.568,3.003,16.9,5,20.2,0,0.429,12:00-13:59,0,38.7
3.124,1.056,38.4,6,16.3,1,0.729,10:00-11:59,1,70.2
2.029,2.843,27.9,2,31.7,0,0.651,22:00-23:59,1,49.9
1.221,2.921,25.8,3,30.7,0,0.464,14:00-15:59,1,40.3
4.724,4.059,13.2,3,29.8,0,0.357,14:00-15:59,1,31.4
1.743,4.408,23.1,9,19.2,0,0.516,10:00-11:59,0,53.2
3.034,4.934,19.4,7,10.3,0,0.327,22:00-23:59,0,84.7
4.969,2.569,17.7,2,28.5,0,0.358,20:00-21:59,1,35.4
5.882,4.636,25.5,7,20.2,0,0.393,18:00-19:59,1,63.0
2.689,3.162,24.8,7,10.4,0,0.346,04:00-05:59,0,65.0
2.213,4.18,23.5,7,17.7,0,0.815,04:00-05:59,0,62.1
1.174,1.642,21.5,1,27.4,0,0.39,00:00-01:59,1,29.2
2.093,1.787,22.3,4,20.6,0,0.502,12:00-13:59,1,40.8
7.314,2.141,36.5,6,13.9,1,0.686,08:00-09:59,1,93.4
1.809,1.317,20.3,5,19.3,0,0.535,06:00-07:59,1,32.0
2.895,2.637,29.9,8,13.5,0,0.617,18:00-19:59,1,62.4
4.308,2.384,33.9,2,24.2,1,0.726,06:00-07:59,0,58.1
1.553,3.042,27.4,4,26.4,0,0.342,06:00-07:59,1,46.9
1.025,4.237,19.6,7,13.4,0,0.584,10:00-11:59,1,51.2
1.564,3.494,23.1,5,24.7,0,0.506,14:00-15:59,1,45.9
3.606,2.265,23.0,5,28.0,0,0.718,14:00-15:59,1,40.4
2.091,4.989,23.8,9,10.7,0,0.353,08:00-09:59,0,74.3
1.939,3.516,22.8,7,11.0,0,0.621,10:00-11:59,1,58.8
2.563,2.08,29.7,4,25.1,0,0.204,06:00-07:59,1,49.8
4.651,2.166,30.2,5,24.8,0,0.679,22:00-23:59,1,53.4
1.347,3.14,21.4,3,27.7,0,0.476,20:00-21:59,1,34.5
6.615,2.51,32.7,7,17.0,1,0.585,16:00-17:59,1,71.5
2.69,4.222,14.3,5,21.1,0,0.321,14:00-15:59,0,48.0
6.087,1.845,33.1,5,22.3,1,0.593,18:00-19:59,1,65.0
1.68,4.79,33.1,4,18.6,0,0.487,22:00-23:59,1,47.0
2.081,3.746,20.0,7,20.9,0,0.433,18:00-19:59,1,45.8
6.103,5.226,23.0,7,10.9,0,0.292,00:00-01:59,0,102.5
2.101,1.613,28.7,3,24.0,0,0.651,02:00-03:59,1,45.8
3.825,2.679,27.1,6,18.0,0,0.682,16:00-17:59,0,55.2
3.956,1.97,25.2,3,27.4,0,0.49,14:00-15:59,1,42.5
5.398,0.626,23.2,4,26.6,0,0.234,04:00-05:59,1,44.7
4.612,3.604,34.5,4,25.2,0,0.685,14:00-15:59,0,60.3
1.096,3.603,26.2,1,32.6,0,0.363,22:00-23:59,1,37.7
4.037,1.516,29.5,3,25.5,0,0.617,00:00-01:59,1,51.8
4.315,3.793,19.2,6,19.2,0,0.297,18:00-19:59,1,51.0
4.42,2.666,27.7,5,24.7,0,0.48,06:00-07:59,1,37.4
1.93,3.73,30.8,5,18.3,0,0.484,04:00-05:59,1,57.9
1.143,3.366,22.1,7,16.3,0,0.444,10:00-11:59,1,45.0
5.333,3.629,23.3,2,29.0,0,0.306,12:00-13:59,1,53.1
0.802,4.024,26.6,6,21.4,0,0.348,06:00-07:59,1,44.3
4.555,2.173,26.4,3,24.3,0,0.405,12:00-13:59,1,52.4
7.636,4.24,38.4,7,17.9,1,0.326,16:00-17:59,1,90.3
1.816,2.979,30.0,6,18.8,0,0.521,20:00-21:59,0,57.0
1.579,2.499,21.8,3,29.1,0,0.392,02:00-03:59,1,37.5
1.845,1.864,28.9,3,30.8,1,0.408,20:00-21:59,1,39.0
6.659,2.951,30.2,3,30.9,1,0.367,04:00-05:59,1,61.9
2.103,4.066,31.0,7,20.3,1,0.595,08:00-09:59,1,59.7
2.05,2.747,24.1,3,27.5,0,0.5,04:00-05:59,1,41.2
3.457,2.325,26.2,4,19.9,0,0.574,20:00-21:59,1,49.1
5.015,3.857,25.2,3,29.6,0,0.231,14:00-15:59,1,48.6
4.882,4.079,23.6,4,25.2,1,0.504,22:00-23:59,1,52.5
3.589,2.704,21.5,8,11.0,0,0.597,18:00-19:59,0,76.5
6.108,3.49,19.8,4,22.2,0,0.538,14:00-15:59,0,63.8
3.37,4.78,13.0,5,18.1,1,0.32,14:00-15:59,0,57.3
5.228,2.226,27.3,6,17.7,0,0.662,22:00-23:59,0,64.4
1.073,2.893,28.6,3,22.4,0,0.558,22:00-23:59,1,46.5
0.979,3.317,22.0,9,9.7,0,0.487,16:00-17:59,1,59.9
3.261,2.954,24.8,6,21.1,0,0.504,06:00-07:59,1,43.7
1.94,3.343,28.9,7,16.9,0,0.493,08:00-09:59,1,51.6
2.74,2.498,29.3,6,15.6,0,0.594,08:00-09:59,1,41.5
3.219,2.787,23.8,1,28.2,1,0.373,14:00-15:59,1,33.5
